"","Film.ID","Title","Year","Academy.Nominations","Academy.Awards","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","Response","Error","Country1","Genre1"
"3320","The Hidden World (1958)","The Hidden World",1958,1,1,"N/A","N/A",NA,"Documentary","N/A","N/A","Gregory Peck","N/A","English","USA","N/A","N/A",NA,NA,"N/A","tt0051719","movie","True",NA,"USA","Documentary"
"3321","The High and the Mighty (1954)","The High and the Mighty",1954,6,6,"NOT RATED","03 Jul 1954",147,"Action, Adventure, Drama","William A. Wellman","Ernest K. Gann (screenplay), Ernest K. Gann (novel)","John Wayne, Claire Trevor, Laraine Day, Robert Stack","When a commercial airliner develops engine problems on a trans-Pacific flight and the pilot loses his nerve, it is up to the washed-up co-pilot Dan Roman to bring the plane in safely.","English","USA","Won 1 Oscar. Another 2 wins & 6 nominations.","http://ia.media-imdb.com/images/M/MV5BMzc4NzE5NDM5NV5BMl5BanBnXkFtZTcwNjgxOTkyMQ@@._V1_SX300.jpg",NA,7,"4,170","tt0047086","movie","True",NA,"USA","Action"
"3322","The Hill Farm (1989)","The Hill Farm",1989,1,1,"N/A","N/A",18,"Animation, Short","Mark Baker","Mark Baker","N/A","A country couple and their shepherd endure drought, flood, a monstrous bear, hunters and tourists during a somewhat odd few days in their normally quiet life.","N/A","UK","Nominated for 1 Oscar. Another 6 wins & 1 nomination.","N/A",NA,6.7,"126","tt0097509","movie","True",NA,"UK","Animation"
"3323","The Hindenburg (1975)","The Hindenburg",1975,5,5,"PG","25 Dec 1975",125,"Adventure, Drama, History","Robert Wise","Richard Levinson (screen story), William Link (screen story), Michael M. Mooney (book), Nelson Gidding (screenplay)","George C. Scott, Anne Bancroft, William Atherton, Roy Thinnes","A film that chronicles the events of the Hindenburg disaster in which a zeppelin burst into flames.","English","USA","Nominated for 3 Oscars. Another 2 wins & 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTU2MDE5NjM5MF5BMl5BanBnXkFtZTgwNDc0NDI1MDE@._V1_SX300.jpg",NA,6.2,"3,511","tt0073113","movie","True",NA,"USA","Adventure"
"3324","The Hoaxters (1952)","The Hoaxters",1952,1,1,"APPROVED","05 Dec 1952",36,"Short, Documentary","N/A","Herman Hoffman","Winston Churchill, Dwight D. Eisenhower, Marilyn Erskine, William Green","So called snake oil salesmen at carnivals are often used as the symbols of hoaxters. There are much more globally sinister hoaxters in the form of world leaders of totalitarian regimes, ...","English","USA","N/A","N/A",NA,5.4,"107","tt0044713","movie","True",NA,"USA","Short"
"3325","The Hole (1962)","The Hole",1962,1,1,"N/A","N/A",15,"Animation, Short","John Hubley","Faith Hubley (story), John Hubley (story)","Dizzy Gillespie, George Mathews","Two men discuss the nature of accidents and the possibility of nuclear war.","English","USA","Won 1 Oscar. Another 2 wins.","N/A",NA,6.4,"233","tt0056075","movie","True",NA,"USA","Animation"
"3326","The Horse's Mouth (1958)","The Horse's Mouth",1958,1,1,"APPROVED","11 Nov 1958",97,"Comedy","Ronald Neame","Joyce Cary (novel), Alec Guinness (screenplay)","Alec Guinness, Kay Walsh, Renee Houston, Mike Morgan","A somewhat vulgar but dedicated painter searches for the perfect realization of his artistic vision, much to the chagrin of others.","English","UK","Nominated for 1 Oscar. Another 5 wins & 5 nominations.","http://ia.media-imdb.com/images/M/MV5BMTYyODM5NTk3Ml5BMl5BanBnXkFtZTcwMTE0OTYxMQ@@._V1_SX300.jpg",NA,7.8,"2,474","tt0051739","movie","True",NA,"UK","Comedy"
"3327","The Horse Whisperer (1998)","The Horse Whisperer",1998,1,1,"PG-13","15 May 1998",170,"Drama, Romance, Western","Robert Redford","Nick Evans (novel), Eric Roth (screenplay), Richard LaGravenese (screenplay)","Robert Redford, Kristin Scott Thomas, Sam Neill, Dianne Wiest","The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.","English","USA","Nominated for 1 Oscar. Another 4 wins & 18 nominations.","http://ia.media-imdb.com/images/M/MV5BMjAzNDM0OTc2N15BMl5BanBnXkFtZTYwOTYzMjg4._V1_SX300.jpg",65,6.5,"30,819","tt0119314","movie","True",NA,"USA","Drama"
"3328","The Horse with the Flying Tail (1960)","The Horse with the Flying Tail",1960,1,1,"N/A","21 Dec 1960",48,"Family, Documentary","Larry Lansburgh","Janet Lansburgh (screenplay)","George Fenneman, Dorian Williams","A palimino cow pony, through a series of owners and adventures becomes a champion mount for one of the US equestrian team.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMjI2MjU5MTE5N15BMl5BanBnXkFtZTgwNTI1NjM4MDE@._V1_SX300.jpg",NA,7.5,"60","tt0054993","movie","True",NA,"USA","Family"
"3329","The Hospital (1971)","The Hospital",1971,2,2,"APPROVED","16 Jun 1972",103,"Comedy, Drama, Mystery","Arthur Hiller","Paddy Chayefsky","George C. Scott, Diana Rigg, Barnard Hughes, Richard Dysart","Horror/mystery in which an over-burdened doctor struggles to find meaning in his life while a murderer stalks the halls of his hospital.","English","USA","Won 1 Oscar. Another 6 wins & 5 nominations.","http://ia.media-imdb.com/images/M/MV5BMTY0MDg2ODU2MF5BMl5BanBnXkFtZTcwNjUyODE0NA@@._V1_SX300.jpg",NA,7.2,"4,109","tt0067217","movie","True",NA,"USA","Comedy"
"3330","The Hot Rock (1972)","The Hot Rock",1972,1,1,"GP","26 Jan 1972",101,"Action, Comedy, Crime","Peter Yates","Donald E. Westlake (novel), William Goldman (screenplay)","Robert Redford, George Segal, Ron Leibman, Paul Sand","Dortmunder and his pals plan to steal a huge diamond from a museum. But this turns out to be only the first time they have to steal it...","English","USA","Nominated for 1 Oscar. Another 1 nomination.","http://ia.media-imdb.com/images/M/MV5BNTAwMDc1MzMyNV5BMl5BanBnXkFtZTgwNDczODI1MDE@._V1_SX300.jpg",NA,6.8,"3,632","tt0068718","movie","True",NA,"USA","Action"
"3331","The Hours (2002)","The Hours",2002,9,9,"PG-13","14 Feb 2003",114,"Drama","Stephen Daldry","Michael Cunningham (novel), David Hare (screenplay)","Meryl Streep, Julianne Moore, Nicole Kidman, Ed Harris","The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives.","English","USA, UK","Won 1 Oscar. Another 38 wins & 103 nominations.","http://ia.media-imdb.com/images/M/MV5BMTY4MDQyNjM2OF5BMl5BanBnXkFtZTcwMjQxOTAzMw@@._V1_SX300.jpg",81,7.6,"96,908","tt0274558","movie","True",NA,"USA","Drama"
"3332","The House of Rothschild (1934)","The House of Rothschild",1934,1,1,"PASSED","07 Apr 1934",88,"Biography, Drama, History","Alfred L. Werker, Sidney Lanfield","Nunnally Johnson (screen play), George Hembert Westley (based on a play by)","George Arliss, Boris Karloff, Loretta Young, Robert Young","The wealthy Rothschild family undergoes prejudice from the anti-Semitic society they live within.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTg3MTg5OTg1NF5BMl5BanBnXkFtZTYwODM3MTU2._V1_SX300.jpg",NA,6.8,"660","tt0025272","movie","True",NA,"USA","Biography"
"3333","The House of the Seven Gables (1940)","The House of the Seven Gables",1940,1,1,"APPROVED","12 Apr 1940",89,"Thriller, Drama","Joe May","Lester Cole (screen play), Harold Greene (adaptation), Nathaniel Hawthorne (based on the novel by)","George Sanders, Margaret Lindsay, Vincent Price, Dick Foran","Fighting over an inheritance, one Pyncheon brother frames the other for murder.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMjEwMTI4MTQyMl5BMl5BanBnXkFtZTcwODQwODQyMQ@@._V1_SX300.jpg",NA,7.1,"535","tt0032610","movie","True",NA,"USA","Thriller"
"3334","The House on 92nd Street (1945)","The House on 92nd Street",1945,1,1,"APPROVED","10 Sep 1945",88,"Crime, Drama, Film-Noir","Henry Hathaway","Barré Lyndon (screenplay), Charles G. Booth (screenplay), John Monks Jr. (screenplay), Charles G. Booth (story)","William Eythe, Lloyd Nolan, Signe Hasso, Gene Lockhart","Bill Dietrich becomes a double agent for the FBI in a Nazi spy ring.","English, German","USA","Won 1 Oscar. Another 1 win.","http://ia.media-imdb.com/images/M/MV5BMTk2MjUyNTYwNV5BMl5BanBnXkFtZTcwNzEzOTAzMQ@@._V1_SX300.jpg",NA,6.8,"2,025","tt0037795","movie","True",NA,"USA","Crime"
"3335","The House on Chelouche Street (1973)","The House on Chelouche Street",1973,1,1,"PG","01 Oct 1973",110,"Drama","Moshé Mizrahi","Rachel Fabien, Yerech Guber, Moshé Mizrahi","Gila Almagor, Shaike Ophir, Joseph Shiloach, Michal Bat-Adam","A fatherless family immigrates to Israel from Egypt during the British Mandate period. The film traces the hardships the family suffers in the politically unstable country.","Hebrew","Israel","Nominated for 1 Oscar. Another 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTUyODgwNjI0MF5BMl5BanBnXkFtZTgwMzQyODk1MDE@._V1_SX300.jpg",NA,6.7,"128","tt0069771","movie","True",NA,"Israel","Drama"
"3336","The House That Ananda Built (1968)","The House That Ananda Built",1968,1,1,"N/A","N/A",NA,"Documentary, Short","Fali Bilimoria","N/A","N/A","This Oscar-nominated film follows Ananda, a successful businessman in Nagpur. It looks at his life, his children and his beliefs over a very long life from prior to independence until 20 years after.","English","India","N/A","N/A",NA,NA,"N/A","tt0063096","movie","True",NA,"India","Documentary"
"3337","The House That Jack Built (1968)","The House That Jack Built",1968,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"3338","The House without a Name (1956)","The House without a Name",1956,1,1,"N/A","N/A",NA,"Documentary, Short","Joe Parker","Joe Parker","Raymond Burr, Marilyn Hare, Vera Miles, Stephen Parker","N/A","English","USA","N/A","N/A",NA,NA,"N/A","tt0049338","movie","True",NA,"USA","Documentary"
"3339","The Howards of Virginia (1940)","The Howards of Virginia",1940,2,2,"APPROVED","19 Sep 1940",116,"Drama, History, War","Frank Lloyd","Sidney Buchman (screen play), Elizabeth Page (from the novel ""The Tree of Liberty"" by)","Cary Grant, Martha Scott, Cedric Hardwicke, Alan Marshal","Beautiful young Virginian Jane steps down from her proper aristocratic upbrining when she marries down-to-earth surveyor Matt Howard. Matt joins the Colonial forces in their fight for ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTU4NTI0NDc2MF5BMl5BanBnXkFtZTcwNjc4ODEyMQ@@._V1_SX300.jpg",NA,6.2,"730","tt0032612","movie","True",NA,"USA","Drama"
"3340","The Human Comedy (1943)","The Human Comedy",1943,5,5,"UNRATED","14 Feb 1944",117,"Comedy, Drama, Family","Clarence Brown","William Saroyan (from the story by), Howard Estabrook (screen play)","Mickey Rooney, Frank Morgan, James Craig, Marsha Hunt","Teenager Homer Macauley stays at home in small-town Ithaca to support his family, while his older brother Marcus prepares to go to war.","English, Spanish","USA","Won 1 Oscar. Another 2 wins & 5 nominations.","http://ia.media-imdb.com/images/M/MV5BMTU2OTM4OTAxOF5BMl5BanBnXkFtZTgwOTc3NDE3MjE@._V1_SX300.jpg",NA,7.2,"1,267","tt0036022","movie","True",NA,"USA","Comedy"
"3341","The Human Dutch (1964)","The Human Dutch",1964,1,1,"N/A","08 Oct 1964",90,"Documentary","Bert Haanstra","Simon Carmiggelt (text)","Simon Carmiggelt, Bert Haanstra, Peter Ustinov","How do the Dutch people live? Hidden cameras filmed the crowds on the beach, during carnival time, skating on the ice plains...","Dutch","Netherlands","Nominated for 1 Oscar. Another 3 wins & 1 nomination.","N/A",NA,7.8,"336","tt0056819","movie","True",NA,"Netherlands","Documentary"
"3342","The Hunchback of Notre Dame (1939)","The Hunchback of Notre Dame",1939,2,2,"NOT RATED","29 Dec 1939",117,"Drama, Horror, Romance","William Dieterle","Sonya Levien (screen play), Bruno Frank (adaptation), Victor Hugo","Charles Laughton, Cedric Hardwicke, Thomas Mitchell, Maureen O'Hara","In 15th century France, a gypsy girl is framed for murder by the infatuated Chief Justice, and only the deformed bellringer of Notre Dame Cathedral can save her.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMjAzNTc1MzI5NF5BMl5BanBnXkFtZTcwMzgwMjkxMQ@@._V1_SX300.jpg",NA,7.9,"7,612","tt0031455","movie","True",NA,"USA","Drama"
"3343","The Hunchback of Notre Dame (1996)","The Hunchback of Notre Dame",1996,1,1,"G","21 Jun 1996",91,"Animation, Drama, Family","Gary Trousdale, Kirk Wise","Tab Murphy (animation screenplay), Irene Mecchi (animation screenplay), Bob Tzudiker (animation screenplay), Noni White (animation screenplay), Jonathan Roberts (animation screenplay), Tab Murphy (animation story), Victor Hugo (novel), Christine Blum (story), Geefwee Boedoe (story), Gaëtan Brizzi (story), Paul Brizzi (story), Jim Capobianco (story), Brenda Chapman (story), Francis Glebas (story), Ed Gombert (story), Kirk Hanson (story), Kevin Harkey (story), Burny Mattinson (story), Sue C. Nichols (story), Floyd Norman (story), Denis Rich (story), Jeff Snow (story), Kelly Wightman (story), James Fujii (story), John Sanford (story)","Jason Alexander, Tom Hulce, Mary Kay Bergman, Demi Moore","A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.","English, Latin","USA","Nominated for 1 Oscar. Another 8 wins & 23 nominations.","http://ia.media-imdb.com/images/M/MV5BMjE1MDk2MzUxM15BMl5BanBnXkFtZTYwNzc1NTE5._V1_SX300.jpg",NA,6.9,"91,532","tt0116583","movie","True",NA,"USA","Animation"
"3344","The Hunt for Red October (1990)","The Hunt for Red October",1990,3,3,"PG","02 Mar 1990",135,"Action, Adventure, Thriller","John McTiernan","Tom Clancy (novel), Larry Ferguson (screenplay), Donald Stewart (screenplay)","Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill","In 1984, the USSR's best submarine captain in their newest sub violates orders and heads for the USA. Is he trying to deflect, or to start a war?","English, Russian","USA","Won 1 Oscar. Another 2 wins & 6 nominations.","http://ia.media-imdb.com/images/M/MV5BNzk3OTE2NjQ0OV5BMl5BanBnXkFtZTgwMDg3ODYxMTE@._V1_SX300.jpg",58,7.6,"135,495","tt0099810","movie","True",NA,"USA","Action"
"3345","The Hurricane (1937)","The Hurricane",1937,3,3,"PASSED","13 Feb 1938",110,"Action, Drama, Romance","John Ford, Stuart Heisler","Dudley Nichols (screen play), Oliver H.P. Garrett (adaptation), Charles Nordhoff (from the novel by), James Norman Hall (from the novel by)","Dorothy Lamour, Jon Hall, Mary Astor, C. Aubrey Smith","A Polynesian sailor -- unjustly imprisoned after defending himself against a colonial bully -- is relentlessly persecuted by his island's martinet French governor.","English","USA","Won 1 Oscar. Another 2 nominations.","http://ia.media-imdb.com/images/M/MV5BMTQ2NTQyOTI4Nl5BMl5BanBnXkFtZTgwMzE2MzI2MzE@._V1_SX300.jpg",NA,7.3,"1,672","tt0029030","movie","True",NA,"USA","Action"
"3346","The Hurricane (1999)","The Hurricane",1999,1,1,"R","14 Jan 2000",146,"Biography, Drama, Sport","Norman Jewison","Rubin 'Hurricane' Carter (book), Sam Chaiton (book), Terry Swinton (book), Armyan Bernstein (screenplay), Dan Gordon (screenplay)","Denzel Washington, Vicellous Reon Shannon, Deborah Kara Unger, Liev Schreiber","The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.","English","USA","Nominated for 1 Oscar. Another 7 wins & 17 nominations.","http://ia.media-imdb.com/images/M/MV5BMTA3OTYxMzg0MDFeQTJeQWpwZ15BbWU4MDY1MjY0MTEx._V1_SX300.jpg",74,7.6,"72,066","tt0174856","movie","True",NA,"USA","Biography"
"3347","The Hurt Locker (2009)","The Hurt Locker",2009,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"3348","The Hustler (1961)","The Hustler",1961,9,9,"UNRATED","25 Sep 1961",134,"Drama, Sport","Robert Rossen","Sidney Carroll (screenplay), Robert Rossen (screenplay), Walter Tevis (based on the novel by)","Paul Newman, Jackie Gleason, Piper Laurie, George C. Scott","An up-and-coming pool player plays a long-time champion in a single high-stakes match.","English","USA","Won 2 Oscars. Another 11 wins & 19 nominations.","http://ia.media-imdb.com/images/M/MV5BNDQ2NzcyMTU2MF5BMl5BanBnXkFtZTcwMjYyMjA0Mg@@._V1_SX300.jpg",NA,8.1,"59,301","tt0054997","movie","True",NA,"USA","Drama"
"3349","The Illusionist (2006)","The Illusionist",2006,1,1,"PG-13","01 Sep 2006",110,"Drama, Mystery, Romance","Neil Burger","Neil Burger (screenplay), Steven Millhauser (short story ""Eisenheim the Illusionist"")","Edward Norton, Paul Giamatti, Jessica Biel, Rufus Sewell","In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.","English","USA, Czech Republic","Nominated for 1 Oscar. Another 10 wins & 8 nominations.","http://ia.media-imdb.com/images/M/MV5BMTM1MjQyMDkzN15BMl5BanBnXkFtZTcwNzAyNTQzMQ@@._V1_SX300.jpg",68,7.6,"274,633","tt0443543","movie","True",NA,"USA","Drama"
"3350","The Illusionist (2010)","The Illusionist",2010,1,1,"PG","11 Feb 2011",80,"Animation, Drama","Sylvain Chomet","Sylvain Chomet (adaptation), Jacques Tati (original screenplay)","Jean-Claude Donda, Eilidh Rankin, Duncan MacNeil, Raymond Mearns","A French illusionist finds himself out of work and travels to Scotland, where he meets a young woman. Their ensuing adventure changes both their lives forever.","English, French, Scottish Gaelic","France, UK","Nominated for 1 Oscar. Another 6 wins & 29 nominations.","http://ia.media-imdb.com/images/M/MV5BMTg0MjI4MTcxMF5BMl5BanBnXkFtZTcwNTQ1ODUwNA@@._V1_SX300.jpg",82,7.5,"26,794","tt0775489","movie","True",NA,"France","Animation"
"3351","The Imaginarium of Doctor Parnassus (2009)","The Imaginarium of Doctor Parnassus",2009,2,2,"PG-13","08 Jan 2010",123,"Adventure, Fantasy, Mystery","Terry Gilliam","Terry Gilliam, Charles McKeown","Andrew Garfield, Christopher Plummer, Richard Riddell, Katie Lyons","A traveling theater company gives its audience much more than they were expecting.","English, Russian, French","UK, Canada, France","Nominated for 2 Oscars. Another 4 wins & 20 nominations.","http://ia.media-imdb.com/images/M/MV5BMTY4Njg4NTA3Nl5BMl5BanBnXkFtZTcwNzYxMzg5Mg@@._V1_SX300.jpg",65,6.9,"121,221","tt1054606","movie","True",NA,"UK","Adventure"
"3352","The Important Man (1961)","The Important Man",1961,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"3353","The Incredible Machine (1975)","The Incredible Machine",1975,1,1,"N/A","N/A",59,"Documentary","Irwin Rosten, Ed Spiegel","Irwin Rosten","E.G. Marshall","""Journey"" inside the human body, using advanced technology of microscopic photography and sound, including scenes of heat radiation, color x-rays and camera exploration of a living human heart.","English","USA","N/A","N/A",NA,7.5,"15","tt0073164","movie","True",NA,"USA","Documentary"
"3354","The Incredible Sarah (1976)","The Incredible Sarah",1976,2,2,"PG","05 Nov 1976",106,"Biography, Drama, History","Richard Fleischer","Ruth Wolff","Glenda Jackson, Daniel Massey, Yvonne Mitchell, Douglas Wilmer","N/A","English","UK","Nominated for 2 Oscars. Another 1 nomination.","N/A",NA,5.9,"105","tt0074678","movie","True",NA,"UK","Biography"
"3355","The Incredibles (2004)","The Incredibles",2004,4,4,"PG","05 Nov 2004",115,"Animation, Action, Adventure","Brad Bird","Brad Bird","Craig T. Nelson, Holly Hunter, Samuel L. Jackson, Jason Lee","A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.","English, French","USA","Won 2 Oscars. Another 55 wins & 47 nominations.","http://ia.media-imdb.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_SX300.jpg",90,8,"434,400","tt0317705","movie","True",NA,"USA","Animation"
"3356","The Informer (1935)","The Informer",1935,6,6,"APPROVED","10 Jul 1935",91,"Drama","John Ford","Dudley Nichols (screen play), Liam O'Flaherty (from the story by)","Victor McLaglen, Heather Angel, Preston Foster, Margot Grahame","In 1922, an Irish rebel informs on his friend, then feels doom closing in.","English","USA","Won 4 Oscars. Another 5 wins & 4 nominations.","http://ia.media-imdb.com/images/M/MV5BMTMyODM0NzU0N15BMl5BanBnXkFtZTcwODM1MjQxMw@@._V1_SX300.jpg",NA,7.6,"4,070","tt0026529","movie","True",NA,"USA","Drama"
"3357","The Inn of the Sixth Happiness (1958)","The Inn of the Sixth Happiness",1958,1,1,"APPROVED","19 Dec 1958",158,"Biography, Drama, War","Mark Robson","Isobel Lennart (screenplay), Alan Burgess (novel)","Ingrid Bergman, Curd Jürgens, Robert Donat, Michael David","All her life Englishwoman Gladys Aylward knew that China was the place where she belonged. Not qualified to be sent there as a missionary, Gladys works as a domestic to earn the money to ...","English, Japanese, Mandarin, Russian, Cantonese","USA","Nominated for 1 Oscar. Another 3 wins & 5 nominations.","http://ia.media-imdb.com/images/M/MV5BMTM2MTk1MTk2M15BMl5BanBnXkFtZTcwMTE0MTAwMQ@@._V1_SX300.jpg",NA,7.3,"3,224","tt0051776","movie","True",NA,"USA","Biography"
"3358","The Insider (1999)","The Insider",1999,7,7,"R","05 Nov 1999",157,"Biography, Drama, Thriller","Michael Mann","Marie Brenner (article), Eric Roth, Michael Mann","Al Pacino, Russell Crowe, Christopher Plummer, Diane Venora","A research chemist comes under personal and professional attack when he decides to appear in a ""60 Minutes"" expose on Big Tobacco.","English, Japanese, Arabic, Persian","USA","Nominated for 7 Oscars. Another 22 wins & 48 nominations.","http://ia.media-imdb.com/images/M/MV5BMjI2NjA5Mzc4Ml5BMl5BanBnXkFtZTgwODUxNjcxMTE@._V1_SX300.jpg",84,7.9,"127,381","tt0140352","movie","True",NA,"USA","Biography"
"3359","The Invaders (1942)","The Invaders",1942,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"3360","The Island at the Top of the World (1974)","The Island at the Top of the World",1974,1,1,"G","20 Dec 1974",93,"Adventure, Family, Fantasy","Robert Stevenson","John Whedon (screenplay), James Vance Marshall (novel)","David Hartman, Donald Sinden, Jacques Marin, Mako","Four turn of the century explorers embark on an airship expedition to the high artic. Where upon they find a lost colony of Vikings.","English, Swedish, Norwegian, Danish, Icelandic, French","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTIwODIzNzEwNF5BMl5BanBnXkFtZTcwNjMzMTYyMQ@@._V1_SX300.jpg",NA,6.3,"1,617","tt0071671","movie","True",NA,"USA","Adventure"
"3361","The Janitor (1994)","The Janitor",1994,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"3362","The Jaywalker (1956)","The Jaywalker",1956,1,1,"N/A","31 May 1956",7,"Animation, Short","Robert Cannon","Edwin P. Hicks (story), T. Hee (story), Robert Cannon (story)","Eugene Bollay","N/A","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTMwNzExNTExOV5BMl5BanBnXkFtZTcwMzE2MzUxMQ@@._V1_SX300.jpg",NA,6.6,"41","tt0049380","movie","True",NA,"USA","Animation"
"3363","The Jazz Singer (1952)","The Jazz Singer",1952,1,1,"N/A","14 Feb 1953",107,"Drama, Music, Romance","Michael Curtiz","Frank Davis (screenplay), Leonard Stern (screenplay), Lewis Meltzer (screenplay), Samson Raphaelson (based on the play by)","Danny Thomas, Peggy Lee, Eduard Franz, Mildred Dunnock","Jerry dreams to become a famous jazz singer. But in order to accomplish that, he must defy his father, a Jewish Cantor, who is opposed to such dream as a future for his son.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTY1OTIxMjMzNV5BMl5BanBnXkFtZTcwMTgzOTMyMQ@@._V1_SX300.jpg",NA,5.8,"243","tt0044765","movie","True",NA,"USA","Drama"
"3364","The John Glenn Story (1962)","The John Glenn Story",1962,1,1,"N/A","18 Jul 1989",30,"Documentary, Short, Biography","Michael R. Lawrence","Paul B. Fay Jr. (story), Wallace M. Greene Jr. (story), John F. Kennedy (with the approval of The President of the United States), William L. Hendricks","Jack Webb","John Glenn's first flight ushered in the modern era of space exploration for America. His landmark return to space represented the final chapter of space exploration in the 20th century.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTkzMTE0MjQ0MV5BMl5BanBnXkFtZTcwMDYyODAyMQ@@._V1_SX300.jpg",NA,6.3,"25","tt0056122","movie","True",NA,"USA","Documentary"
"3365","The Johnstown Flood (1989)","The Johnstown Flood",1989,1,1,"N/A","N/A",26,"Documentary, Short","Charles Guggenheim","Charles Guggenheim","Len Cariou, Elam Bender, Randy Bender, Clarita Berger","On May 30, 1889 the South Fork Dam, which maintained a pleasure lake for wealthy Pittsburgh industrialists and their families, failed due to very heavy rains and poor maintenance by the ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTc2NTc3MzQ5MF5BMl5BanBnXkFtZTcwMjU5ODkwNg@@._V1_SX300.jpg",NA,7.8,"79","tt0097628","movie","True",NA,"USA","Documentary"
"3366","The Joker Is Wild (1957)","The Joker Is Wild",1957,1,1,"APPROVED","01 Oct 1957",126,"Drama, Musical","Charles Vidor","Oscar Saul (screenplay), Art Cohn (book)","Frank Sinatra, Mitzi Gaynor, Jeanne Crain, Eddie Albert","Frank Sinatra plays Joe E. Lewis, a famous comedian of the 1930s-50s. When the movie opens, Lewis is a young, talented singer who performs in speakeasies. When he bolts one job for another,...","English","USA","Won 1 Oscar. Another 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTkwMDYzNDEwOF5BMl5BanBnXkFtZTYwOTMxMjg5._V1_SX300.jpg",NA,7.1,"832","tt0050569","movie","True",NA,"USA","Drama"
"3367","The Jolson Story (1946)","The Jolson Story",1946,6,6,"APPROVED","10 Oct 1946",128,"Biography, Drama, Music","Alfred E. Green","Harry Chandlee (adaptation), Stephen Longstreet (screenplay), Andrew Solt (adaptation)","Larry Parks, Evelyn Keyes, William Demarest, Bill Goodwin","This movie shows the idealized career of the singer Al Jolson, a little Jewish boy who goes against the will of his father in order to be in showbiz. He becomes a star, falls in love with a...","English","USA","Won 2 Oscars. Another 1 win & 5 nominations.","http://ia.media-imdb.com/images/M/MV5BMTM3MTk2NjY0MV5BMl5BanBnXkFtZTcwNTM5MzQyMQ@@._V1_SX300.jpg",NA,7.5,"1,182","tt0038661","movie","True",NA,"USA","Biography"
"3368","The Journey of Natty Gann (1985)","The Journey of Natty Gann",1985,1,1,"PG","27 Sep 1985",101,"Family, Adventure","Jeremy Kagan","Jeanne Rosenberg","Meredith Salenger, John Cusack, Ray Wise, Lainie Kazan","In the 1930s, a tomboyish girl runs away from her guardian to join her single father who is 2,000 miles away, because there was work there.","English","USA","Nominated for 1 Oscar. Another 1 win & 2 nominations.","http://ia.media-imdb.com/images/M/MV5BMTIzMTY2NDYwOF5BMl5BanBnXkFtZTcwOTk4NTUyMQ@@._V1_SX300.jpg",NA,7,"3,760","tt0089385","movie","True",NA,"USA","Family"
